Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
28,Keenan Allen,WR,27.141,2019-09-15,NFL,LAC,@,DET,L 10-13,2,2,Sun,9.80,17.8,17.8,13.8,0,0,0,0,0,0,0,0,8,98,0,0,"","","",""
29,Davante Adams,WR,26.265,2019-09-15,NFL,GNB,"",MIN,W 21-16,2,2,Sun,10.60,17.6,20.6,14.1,0,0,0,0,0,0,0,0,7,106,0,0,"","","",""
30,Cooper Kupp,WR,26.092,2019-09-15,NFL,LAR,"",NOR,W 27-9,2,2,Sun,12.60,17.6,20.6,15.1,0,0,0,0,0,1,6,0,5,120,0,0,"","","",""
31,Derrick Henry,RB,25.254,2019-09-15,NFL,TEN,"",IND,L 17-19,2,2,Sun,15.40,17.4,17.4,16.4,0,0,0,0,0,15,82,1,2,12,0,1,"","","",""
32,Christian Kirk,WR,22.301,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,11.40,17.4,20.4,14.4,0,0,0,0,0,0,0,0,6,114,0,0,"","","",""
33,Zach Ertz,TE,28.309,2019-09-15,NFL,PHI,@,ATL,L 20-24,2,2,Sun,9.20,17.2,17.2,13.2,0,0,0,0,0,0,0,0,8,72,0,0,"","","",""
34,Terry McLaurin,WR,23.153,2019-09-15,NFL,WAS,"",DAL,L 21-31,2,2,Sun,12.20,17.2,17.2,14.7,0,0,0,0,0,0,0,0,5,62,1,0,"","","",""
35,Greg Olsen,TE,34.185,2019-09-12,NFL,CAR,"",TAM,L 14-20,2,2,Thu,11.00,17.0,20.0,14.0,0,0,0,0,0,0,0,0,6,110,0,0,"","","",""
36,Kerryon Johnson,RB,22.077,2019-09-15,NFL,DET,"",LAC,W 13-10,2,2,Sun,14.80,16.8,16.8,15.8,0,0,0,0,0,12,41,0,2,47,1,0,"","","",""
37,Marquise Goodwin,WR,28.300,2019-09-15,NFL,SFO,@,CIN,W 41-17,2,2,Sun,13.70,16.7,16.7,15.2,0,0,0,0,0,0,0,0,3,77,1,0,"","","",""
38,Marquise Brown,WR,22.103,2019-09-15,NFL,BAL,"",ARI,W 23-17,2,2,Sun,8.60,16.6,16.6,12.6,0,0,0,0,0,0,0,0,8,86,0,0,"","","",""
39,Brandin Cooks,WR,25.355,2019-09-15,NFL,LAR,"",NOR,W 27-9,2,2,Sun,13.60,16.6,16.6,15.1,0,0,0,0,0,1,2,0,3,74,1,0,"","","",""
40,Devin Smith,WR,27.196,2019-09-15,NFL,DAL,@,WAS,W 31-21,2,2,Sun,13.40,16.4,16.4,14.9,0,0,0,0,0,0,0,0,3,74,1,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
41,Frank Gore,RB,36.124,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,14.30,16.3,16.3,15.3,0,0,0,0,0,19,68,1,2,15,0,0,"","","",""
42,Antonio Brown,WR,31.067,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,12.10,16.1,16.1,14.1,0,0,0,0,0,1,5,0,4,56,1,0,"","","",""
43,Mecole Hardman,WR,21.187,2019-09-15,NFL,KAN,@,OAK,W 28-10,2,2,Sun,12.10,16.1,16.1,14.1,0,0,0,0,0,0,0,0,4,61,1,0,"","","",""
44,Peyton Barber,RB,25.197,2019-09-12,NFL,TAM,@,CAR,W 20-14,2,2,Thu,14.90,15.9,15.9,15.4,0,0,0,0,0,23,82,1,1,7,0,0,"","","",""
45,Todd Gurley,RB,25.043,2019-09-15,NFL,LAR,"",NOR,W 27-9,2,2,Sun,12.70,15.7,15.7,14.2,0,0,0,0,0,16,63,1,3,4,0,0,"","","",""
46,Tyrell Williams,WR,27.215,2019-09-15,NFL,OAK,"",KAN,L 10-28,2,2,Sun,10.60,15.6,15.6,13.1,0,0,0,0,0,0,0,0,5,46,1,0,"","","",""
47,Larry Fitzgerald,WR,36.015,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,10.40,15.4,18.4,12.9,0,0,0,0,0,0,0,0,5,104,0,0,"","","",""
48,Jeff Wilson,RB,23.303,2019-09-15,NFL,SFO,@,CIN,W 41-17,2,2,Sun,15.40,15.4,15.4,15.4,0,0,0,0,0,10,34,2,0,0,0,0,"","","",""
49,Royce Freeman,RB,23.203,2019-09-15,NFL,DEN,"",CHI,L 14-16,2,2,Sun,10.20,15.2,15.2,12.7,0,0,0,0,0,11,54,0,5,48,0,0,"","","",""
50,D.K. Metcalf,WR,21.275,2019-09-15,NFL,SEA,@,PIT,W 28-26,2,2,Sun,12.10,15.1,15.1,13.6,0,0,0,0,0,0,0,0,3,61,1,0,"","","",""
51,Amari Cooper,WR,25.090,2019-09-15,NFL,DAL,@,WAS,W 31-21,2,2,Sun,10.40,14.4,14.4,12.4,0,0,0,0,0,0,0,0,4,44,1,0,"","","",""
52,T.Y. Hilton,WR,29.305,2019-09-15,NFL,IND,@,TEN,W 19-17,2,2,Sun,10.30,14.3,14.3,12.3,0,0,0,0,0,0,0,0,4,43,1,0,"","","",""
53,Curtis Samuel,WR,23.032,2019-09-12,NFL,CAR,"",TAM,L 14-20,2,2,Thu,9.30,14.3,14.3,11.8,0,0,0,0,0,1,2,0,5,91,0,0,"","","",""
54,Matt Breida,RB,24.199,2019-09-15,NFL,SFO,@,CIN,W 41-17,2,2,Sun,13.20,14.2,17.2,13.7,0,0,0,0,0,12,121,0,1,11,0,0,"","","",""
55,John Brown,WR,29.165,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,7.20,14.2,14.2,10.7,0,0,0,0,0,0,0,0,7,72,0,0,"","","",""
56,David Montgomery,RB,22.100,2019-09-15,NFL,CHI,@,DEN,W 16-14,2,2,Sun,12.80,13.8,13.8,13.3,0,0,0,0,0,18,62,1,1,6,0,0,"","","",""
57,James Conner,RB,24.133,2019-09-15,NFL,PIT,"",SEA,L 26-28,2,2,Sun,10.50,13.5,13.5,12.0,0,0,0,0,0,11,33,1,3,12,0,0,"","","",""
58,Rashaad Penny,RB,23.225,2019-09-15,NFL,SEA,@,PIT,W 28-26,2,2,Sun,12.50,13.5,13.5,13.0,0,0,0,0,0,10,62,1,1,3,0,0,"","","",""
59,JuJu Smith-Schuster,WR,22.297,2019-09-15,NFL,PIT,"",SEA,L 26-28,2,2,Sun,8.40,13.4,13.4,10.9,0,0,0,0,0,0,0,0,5,84,0,0,"","","",""
60,Jamaal Williams,RB,24.165,2019-09-15,NFL,GNB,"",MIN,W 21-16,2,2,Sun,10.10,13.1,13.1,11.6,0,0,0,0,0,9,28,0,3,13,1,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
61,Michael Gallup,WR,23.164,2019-09-15,NFL,DAL,@,WAS,W 31-21,2,2,Sun,6.80,12.8,12.8,9.8,0,0,0,0,0,0,0,0,6,68,0,0,"","","",""
62,T.J. Jones,WR,27.058,2019-09-15,NFL,NYG,"",BUF,L 14-28,2,2,Sun,9.80,12.8,12.8,11.3,0,0,0,0,0,0,0,0,3,38,1,0,"","","",""
63,Leonard Fournette,RB,24.240,2019-09-15,NFL,JAX,@,HOU,L 12-13,2,2,Sun,8.70,12.7,12.7,10.7,0,0,0,0,0,15,47,0,4,40,0,0,"","","",""
64,Adam Thielen,WR,29.024,2019-09-15,NFL,MIN,@,GNB,L 16-21,2,2,Sun,7.50,12.5,12.5,10.0,0,0,0,0,0,0,0,0,5,75,0,0,"","","",""
65,Jason Witten,TE,37.132,2019-09-15,NFL,DAL,@,WAS,W 31-21,2,2,Sun,8.50,12.5,12.5,10.5,0,0,0,0,0,0,0,0,4,25,1,0,"","","",""
66,Isaiah McKenzie,WR,24.159,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,10.40,12.4,12.4,11.4,0,0,0,0,0,1,4,0,2,40,1,0,"","","",""
67,Cole Beasley,WR,30.142,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,8.30,12.3,12.3,10.3,0,0,0,0,0,0,0,0,4,83,0,0,"","","",""
68,Sony Michel,RB,24.210,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,12.30,12.3,13.3,12.3,0,0,0,0,0,21,83,1,0,0,0,1,"","","",""
69,Darren Waller,TE,27.002,2019-09-15,NFL,OAK,"",KAN,L 10-28,2,2,Sun,6.30,12.3,12.3,9.3,0,0,0,0,0,0,0,0,6,63,0,0,"","","",""
70,Robby Anderson,WR,26.130,2019-09-16,NFL,NYJ,"",CLE,L 3-23,2,2,Mon,8.10,12.1,12.1,10.1,0,0,0,0,0,0,0,0,4,81,0,0,"","","",""
71,Bennie Fowler,WR,28.097,2019-09-15,NFL,NYG,"",BUF,L 14-28,2,2,Sun,7.10,12.1,12.1,9.6,0,0,0,0,0,1,20,0,5,51,0,0,"","","",""
72,James White,RB,27.224,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,8.90,11.9,11.9,10.4,0,0,0,0,0,3,10,0,3,19,1,0,"","","",""
73,Devin Singletary,RB,22.012,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,11.70,11.7,11.7,11.7,0,0,0,0,0,6,57,1,0,0,0,0,"","","",""
74,Eric Ebron,TE,26.158,2019-09-15,NFL,IND,@,TEN,W 19-17,2,2,Sun,8.50,11.5,11.5,10.0,0,0,0,0,0,0,0,0,3,25,1,0,"","","",""
75,Chris Conley,WR,26.325,2019-09-15,NFL,JAX,@,HOU,L 12-13,2,2,Sun,7.30,11.3,11.3,9.3,0,0,0,0,0,0,0,0,4,73,0,0,"","","",""
76,Mike Williams,WR,24.346,2019-09-15,NFL,LAC,@,DET,L 10-13,2,2,Sun,8.30,11.3,11.3,9.8,0,0,0,0,0,0,0,0,3,83,0,0,"","","",""
77,Adrian Peterson,RB,34.178,2019-09-15,NFL,WAS,"",DAL,L 21-31,2,2,Sun,9.20,11.2,11.2,10.2,0,0,0,0,0,10,25,1,2,7,0,0,"","","",""
78,Sammy Watkins,WR,26.093,2019-09-15,NFL,KAN,@,OAK,W 28-10,2,2,Sun,4.90,10.9,10.9,7.9,0,0,0,0,0,0,0,0,6,49,0,0,"","","",""
79,Evan Engram,TE,25.013,2019-09-15,NFL,NYG,"",BUF,L 14-28,2,2,Sun,4.80,10.8,10.8,7.8,0,0,0,0,0,0,0,0,6,48,0,0,"","","",""
80,Phillip Lindsay,RB,25.053,2019-09-15,NFL,DEN,"",CHI,L 14-16,2,2,Sun,6.60,10.6,10.6,8.6,0,0,0,0,0,13,36,0,4,30,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
81,Paul Richardson,WR,27.155,2019-09-15,NFL,WAS,"",DAL,L 21-31,2,2,Sun,7.60,10.6,10.6,9.1,0,0,0,0,0,0,0,0,3,16,1,0,"","","",""
82,Geronimo Allison,WR,25.240,2019-09-15,NFL,GNB,"",MIN,W 21-16,2,2,Sun,6.50,10.5,11.5,8.5,0,0,0,0,0,0,0,0,4,25,1,1,"","","",""
83,Damiere Byrd,WR,26.231,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,4.50,10.5,10.5,7.5,0,0,0,0,0,0,0,0,6,45,0,0,"","","",""
84,Preston Williams,WR,22.172,2019-09-15,NFL,MIA,"",NWE,L 0-43,2,2,Sun,6.30,10.3,10.3,8.3,0,0,0,0,0,0,0,0,4,63,0,0,"","","",""
85,Mike Evans,WR,26.022,2019-09-12,NFL,TAM,@,CAR,W 20-14,2,2,Thu,6.10,10.1,10.1,8.1,0,0,0,0,0,0,0,0,4,61,0,0,"","","",""
86,Chris Thompson,RB,28.330,2019-09-15,NFL,WAS,"",DAL,L 21-31,2,2,Sun,5.10,10.1,10.1,7.6,0,0,0,0,0,2,3,0,5,48,0,0,"","","",""
87,Mack Hollins,WR,25.364,2019-09-15,NFL,PHI,@,ATL,L 20-24,2,2,Sun,5.00,10.0,10.0,7.5,0,0,0,0,0,0,0,0,5,50,0,0,"","","",""
88,Stefon Diggs,WR,25.290,2019-09-15,NFL,MIN,@,GNB,L 16-21,2,2,Sun,8.90,9.9,10.9,9.4,0,0,0,0,0,0,0,0,1,49,1,1,"","","",""
89,Tyler Eifert,TE,29.007,2019-09-15,NFL,CIN,"",SFO,L 17-41,2,2,Sun,6.90,9.9,9.9,8.4,0,0,0,0,0,0,0,0,3,9,1,0,"","","",""
90,Josh Jacobs,RB,21.216,2019-09-15,NFL,OAK,"",KAN,L 10-28,2,2,Sun,9.90,9.9,9.9,9.9,0,0,0,0,0,12,99,0,0,0,0,0,"","","",""
91,Kenyan Drake,RB,25.232,2019-09-15,NFL,MIA,"",NWE,L 0-43,2,2,Sun,4.80,9.8,9.8,7.3,0,0,0,0,0,6,19,0,5,29,0,0,"","","",""
92,Chris Carson,RB,24.364,2019-09-15,NFL,SEA,@,PIT,W 28-26,2,2,Sun,6.70,9.7,10.7,8.2,0,0,0,0,0,15,60,0,3,27,0,1,"","","",""
93,Mark Ingram,RB,29.268,2019-09-15,NFL,BAL,"",ARI,W 23-17,2,2,Sun,7.70,9.7,9.7,8.7,0,0,0,0,0,13,47,0,2,30,0,0,"","","",""
94,Jordan Wilkins,RB,25.059,2019-09-15,NFL,IND,@,TEN,W 19-17,2,2,Sun,8.60,9.6,9.6,9.1,0,0,0,0,0,5,82,0,1,4,0,0,"","","",""
95,Devonta Freeman,RB,27.184,2019-09-15,NFL,ATL,"",PHI,W 24-20,2,2,Sun,6.40,9.4,9.4,7.9,0,0,0,0,0,11,22,0,3,42,0,0,"","","",""
96,Marvin Jones,WR,29.187,2019-09-15,NFL,DET,"",LAC,W 13-10,2,2,Sun,4.30,9.3,9.3,6.8,0,0,0,0,0,0,0,0,5,43,0,0,"","","",""
97,Julian Edelman,WR,33.116,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,5.20,9.2,9.2,7.2,0,0,0,0,0,1,1,0,4,51,0,0,"","","",""
98,DeAndre Hopkins,WR,27.101,2019-09-15,NFL,HOU,"",JAX,W 13-12,2,2,Sun,4.00,9.0,9.0,6.5,0,0,0,0,0,0,0,0,5,40,0,0,"","","",""
99,Carlos Hyde,RB,28.360,2019-09-15,NFL,HOU,"",JAX,W 13-12,2,2,Sun,9.00,9.0,9.0,9.0,0,0,0,0,0,20,90,0,0,0,0,0,"","","",""
100,Rex Burkhead,RB,29.075,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,6.80,8.8,8.8,7.8,0,0,0,0,0,5,21,0,2,47,0,0,"","","",""
101,Damien Williams,RB,27.165,2019-09-15,NFL,KAN,@,OAK,W 28-10,2,2,Sun,5.60,8.6,8.6,7.1,0,0,0,0,0,9,8,0,3,48,0,0,"","","",""
102,Randall Cobb,WR,29.024,2019-09-15,NFL,DAL,@,WAS,W 31-21,2,2,Sun,3.50,8.5,8.5,6.0,0,0,0,0,0,2,11,0,5,24,0,0,"","","",""
103,David Johnson,RB,27.273,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,7.40,8.4,8.4,7.9,0,0,0,0,0,7,14,1,1,0,0,0,"","","",""
104,George Kittle,TE,25.341,2019-09-15,NFL,SFO,@,CIN,W 41-17,2,2,Sun,5.40,8.4,8.4,6.9,0,0,0,0,0,0,0,0,3,54,0,0,"","","",""
105,Malik Turner,WR,23.228,2019-09-15,NFL,SEA,@,PIT,W 28-26,2,2,Sun,5.40,8.4,8.4,6.9,0,0,0,0,0,0,0,0,3,54,0,0,"","","",""
106,Marlon Mack,RB,23.192,2019-09-15,NFL,IND,@,TEN,W 19-17,2,2,Sun,6.30,8.3,8.3,7.3,0,0,0,0,0,20,51,0,2,12,0,0,"","","",""
107,Parris Campbell,WR,22.061,2019-09-15,NFL,IND,@,TEN,W 19-17,2,2,Sun,7.20,8.2,8.2,7.7,0,0,0,0,0,0,0,0,1,12,1,0,"","","",""
108,Allen Robinson,WR,26.022,2019-09-15,NFL,CHI,@,DEN,W 16-14,2,2,Sun,4.10,8.1,8.1,6.1,0,0,0,0,0,0,0,0,4,41,0,0,"","","",""
109,Jamison Crowder,WR,26.091,2019-09-16,NFL,NYJ,"",CLE,L 3-23,2,2,Mon,4.00,8.0,8.0,6.0,0,0,0,0,0,0,0,0,4,40,0,0,"","","",""
110,Will Fuller,WR,25.152,2019-09-15,NFL,HOU,"",JAX,W 13-12,2,2,Sun,4.00,8.0,8.0,6.0,0,0,0,0,0,0,0,0,4,40,0,0,"","","",""
111,D'Ernest Johnson,RB,23.201,2019-09-16,NFL,CLE,@,NYJ,W 23-3,2,2,Mon,5.00,8.0,8.0,6.5,0,0,0,0,0,3,8,0,3,42,0,0,"","","",""
112,Courtland Sutton,WR,23.340,2019-09-15,NFL,DEN,"",CHI,L 14-16,2,2,Sun,4.00,8.0,8.0,6.0,0,0,0,0,0,0,0,0,4,40,0,0,"","","",""
113,Tre'Quan Smith,WR,23.251,2019-09-15,NFL,NOR,@,LAR,L 9-27,2,2,Sun,4.90,7.9,7.9,6.4,0,0,0,0,0,0,0,0,3,49,0,0,"","","",""
114,Delanie Walker,TE,35.034,2019-09-15,NFL,TEN,"",IND,L 17-19,2,2,Sun,3.90,7.9,7.9,5.9,0,0,0,0,0,0,0,0,4,39,0,0,"","","",""
115,Trey Quinn,WR,23.282,2019-09-15,NFL,WAS,"",DAL,L 21-31,2,2,Sun,3.60,7.6,7.6,5.6,0,0,0,0,0,0,0,0,4,36,0,0,"","","",""
116,Austin Hooper,TE,24.315,2019-09-15,NFL,ATL,"",PHI,W 24-20,2,2,Sun,3.40,7.4,7.4,5.4,0,0,0,0,0,0,0,0,4,34,0,0,"","","",""
117,Justin Jackson,RB,24.146,2019-09-15,NFL,LAC,@,DET,L 10-13,2,2,Sun,6.40,7.4,7.4,6.9,0,0,0,0,0,7,59,0,1,5,0,0,"","","",""
118,Noah Fant,TE,21.299,2019-09-15,NFL,DEN,"",CHI,L 14-16,2,2,Sun,3.30,7.3,7.3,5.3,0,0,0,0,0,0,0,0,4,33,0,0,"","","",""
119,Christian McCaffrey,RB,23.097,2019-09-12,NFL,CAR,"",TAM,L 14-20,2,2,Thu,5.30,7.3,7.3,6.3,0,0,0,0,0,16,37,0,2,16,0,0,"","","",""
120,Chad Beebe,WR,25.106,2019-09-15,NFL,MIN,@,GNB,L 16-21,2,2,Sun,6.10,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,61,0,2,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
121,Hayden Hurst,TE,26.022,2019-09-15,NFL,BAL,"",ARI,W 23-17,2,2,Sun,6.10,7.1,7.1,6.6,0,0,0,0,0,0,0,0,1,1,1,0,"","","",""
122,Alvin Kamara,RB,24.052,2019-09-15,NFL,NOR,@,LAR,L 9-27,2,2,Sun,6.00,7.0,7.0,6.5,0,0,0,0,0,13,45,0,1,15,0,0,"","","",""
123,Ty Montgomery,WR/RB,26.237,2019-09-16,NFL,NYJ,"",CLE,L 3-23,2,2,Mon,4.00,7.0,7.0,5.5,0,0,0,0,0,3,25,0,3,15,0,0,"","","",""
124,Damion Ratley,WR,24.153,2019-09-16,NFL,CLE,@,NYJ,W 23-3,2,2,Mon,5.00,7.0,7.0,6.0,0,0,0,0,0,0,0,0,2,50,0,0,"","","",""
125,Hunter Renfrow,WR,23.268,2019-09-15,NFL,OAK,"",KAN,L 10-28,2,2,Sun,3.00,7.0,7.0,5.0,0,0,0,0,0,0,0,0,4,30,0,0,"","","",""
126,Phillip Dorsett,WR,26.253,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,3.90,6.9,6.9,5.4,0,0,0,0,0,0,0,0,3,39,0,0,"","","",""
127,Corey Davis,WR,24.247,2019-09-15,NFL,TEN,"",IND,L 17-19,2,2,Sun,3.80,6.8,6.8,5.3,0,0,0,0,0,0,0,0,3,38,0,0,"","","",""
128,James O'Shaughnessy,TE,27.244,2019-09-15,NFL,JAX,@,HOU,L 12-13,2,2,Sun,2.80,6.8,6.8,4.8,0,0,0,0,0,0,0,0,4,28,0,0,"","","",""
129,Miles Sanders,RB,22.137,2019-09-15,NFL,PHI,@,ATL,L 20-24,2,2,Sun,3.70,6.7,6.7,5.2,0,0,0,0,0,10,28,0,3,9,0,0,"","","",""
130,Ito Smith,RB,24.004,2019-09-15,NFL,ATL,"",PHI,W 24-20,2,2,Sun,4.50,6.5,6.5,5.5,0,0,0,0,0,4,32,0,2,13,0,0,"","","",""
131,Derek Carrier,TE,29.052,2019-09-15,NFL,OAK,"",KAN,L 10-28,2,2,Sun,3.30,6.3,6.3,4.8,0,0,0,0,0,0,0,0,3,33,0,0,"","","",""
132,Jarvis Landry,WR,26.292,2019-09-16,NFL,CLE,@,NYJ,W 23-3,2,2,Mon,3.20,6.2,6.2,4.7,0,0,0,0,0,0,0,0,3,32,0,0,"","","",""
133,Robert Woods,WR,27.158,2019-09-15,NFL,LAR,"",NOR,W 27-9,2,2,Sun,4.20,6.2,6.2,5.2,0,0,0,0,0,1,9,0,2,33,0,0,"","","",""
134,Jeff Heuerman,TE,26.295,2019-09-15,NFL,DEN,"",CHI,L 14-16,2,2,Sun,2.10,6.1,6.1,4.1,0,0,0,0,0,0,0,0,4,21,0,0,"","","",""
135,KeeSean Johnson,WR,22.341,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,5.10,6.1,6.1,5.6,0,0,0,0,0,0,0,0,1,31,0,0,"","","",""
136,Cody Latimer,WR,26.340,2019-09-15,NFL,NYG,"",BUF,L 14-28,2,2,Sun,3.00,6.0,6.0,4.5,0,0,0,0,0,0,0,0,3,30,0,0,"","","",""
137,Vernon Davis,TE,35.227,2019-09-15,NFL,WAS,"",DAL,L 21-31,2,2,Sun,2.90,5.9,5.9,4.4,0,0,0,0,0,0,0,0,3,29,0,0,"","","",""
138,Cody Core,WR,25.151,2019-09-15,NFL,NYG,"",BUF,L 14-28,2,2,Sun,2.80,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,"","","",""
139,Kenny Stills,WR,27.146,2019-09-15,NFL,HOU,"",JAX,W 13-12,2,2,Sun,3.80,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,0,"","","",""
140,Malcolm Brown,RB,26.123,2019-09-15,NFL,LAR,"",NOR,W 27-9,2,2,Sun,4.70,5.7,5.7,5.2,0,0,0,0,0,6,37,0,1,10,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
141,Joe Mixon,HB,23.053,2019-09-15,NFL,CIN,"",SFO,L 17-41,2,2,Sun,2.70,5.7,5.7,4.2,0,0,0,0,0,11,17,0,3,10,0,0,"","","",""
142,Mohamed Sanu,WR,30.024,2019-09-15,NFL,ATL,"",PHI,W 24-20,2,2,Sun,1.60,5.6,5.6,3.6,0,0,0,0,0,0,0,0,4,16,0,0,"","","",""
143,A.J. Brown,WR,22.077,2019-09-15,NFL,TEN,"",IND,L 17-19,2,2,Sun,2.50,5.5,5.5,4.0,0,0,0,0,0,0,0,0,3,25,0,0,"","","",""
144,DeAndre Washington,RB,26.205,2019-09-15,NFL,OAK,"",KAN,L 10-28,2,2,Sun,3.50,5.5,5.5,4.5,0,0,0,0,0,3,9,0,2,26,0,0,"","","",""
145,Chester Rogers,WR,25.246,2019-09-15,NFL,IND,@,TEN,W 19-17,2,2,Sun,2.40,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,"","","",""
146,Adam Shaheen,TE,24.326,2019-09-15,NFL,CHI,@,DEN,W 16-14,2,2,Sun,2.40,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,"","","",""
147,Matt LaCosse,TE,26.359,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,3.30,5.3,5.3,4.3,0,0,0,0,0,0,0,0,2,33,0,0,"","","",""
148,LeSean McCoy,RB,31.065,2019-09-15,NFL,KAN,@,OAK,W 28-10,2,2,Sun,2.30,5.3,5.3,3.8,0,0,0,0,0,11,23,0,3,0,0,0,"","","",""
149,Gerald Everett,TE,25.082,2019-09-15,NFL,LAR,"",NOR,W 27-9,2,2,Sun,2.10,5.1,5.1,3.6,0,0,0,0,0,1,0,0,3,21,0,0,"","","",""
150,Cordarrelle Patterson,WR,28.182,2019-09-15,NFL,CHI,@,DEN,W 16-14,2,2,Sun,5.00,5.0,5.0,5.0,0,0,0,0,0,2,50,0,0,0,0,0,"","","",""
151,C.J. Prosise,RB,25.118,2019-09-15,NFL,SEA,@,PIT,W 28-26,2,2,Sun,2.00,5.0,5.0,3.5,0,0,0,0,0,2,7,0,3,13,0,0,"","","",""
152,Marquez Valdes-Scantling,WR,24.340,2019-09-15,NFL,GNB,"",MIN,W 21-16,2,2,Sun,1.90,4.9,4.9,3.4,0,0,0,0,0,0,0,0,3,19,0,0,"","","",""
153,Jakeem Grant,WR,26.350,2019-09-15,NFL,MIA,"",NWE,L 0-43,2,2,Sun,1.80,4.8,4.8,3.3,0,0,0,0,0,1,-4,0,3,22,0,0,"","","",""
154,Jesse James,TE,25.103,2019-09-15,NFL,DET,"",LAC,W 13-10,2,2,Sun,1.80,4.8,4.8,3.3,0,0,0,0,0,0,0,0,3,18,0,0,"","","",""
155,Jordan Akins,TE,27.149,2019-09-15,NFL,HOU,"",JAX,W 13-12,2,2,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,"","","",""
156,Tarik Cohen,RB,24.051,2019-09-15,NFL,CHI,@,DEN,W 16-14,2,2,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,4,18,0,2,7,0,0,"","","",""
157,Jared Cook,TE,32.161,2019-09-15,NFL,NOR,@,LAR,L 9-27,2,2,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,"","","",""
158,Drew Sample,TE,23.152,2019-09-15,NFL,CIN,"",SFO,L 17-41,2,2,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,"","","",""
159,Ben Braunecker,TE,25.220,2019-09-15,NFL,CHI,@,DEN,W 16-14,2,2,Sun,2.40,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,"","","",""
160,Tajae Sharpe,WR,24.266,2019-09-15,NFL,TEN,"",IND,L 17-19,2,2,Sun,2.40,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
