Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
95,Jordan Howard,RB,24.324,2019-09-22,NFL,PHI,"",DET,L 24-27,3,3,Sun,9.70,9.7,9.7,9.7,0,0,0,0,0,11,37,1,0,0,0,0,"","","",""
96,Davante Adams,WR,26.272,2019-09-22,NFL,GNB,"",DEN,W 27-16,3,3,Sun,5.60,9.6,9.6,7.6,0,0,0,0,0,0,0,0,4,56,0,0,"","","",""
97,O.J. Howard,TE,24.307,2019-09-22,NFL,TAM,"",NYG,L 31-32,3,3,Sun,6.60,9.6,9.6,8.1,0,0,0,0,0,0,0,0,3,66,0,0,"","","",""
98,John Brown,WR,29.172,2019-09-22,NFL,BUF,"",CIN,W 21-17,3,3,Sun,5.50,9.5,9.5,7.5,0,0,0,0,0,1,4,0,4,51,0,0,"","","",""
99,C.J. Prosise,RB,25.125,2019-09-22,NFL,SEA,"",NOR,L 27-33,3,3,Sun,4.30,9.3,9.3,6.8,0,0,0,0,0,4,5,0,5,38,0,0,"","","",""
100,Jarvis Landry,WR,26.298,2019-09-22,NFL,CLE,"",LAR,L 13-20,3,3,Sun,6.20,9.2,9.2,7.7,0,0,0,0,0,0,0,0,3,62,0,0,"","","",""
101,Tajae Sharpe,WR,24.270,2019-09-19,NFL,TEN,@,JAX,L 7-20,3,3,Thu,7.00,9.0,9.0,8.0,0,0,0,0,0,0,0,0,2,70,0,0,"","","",""
102,Irv Smith Jr.,TE,21.044,2019-09-22,NFL,MIN,"",OAK,W 34-14,3,3,Sun,6.00,9.0,9.0,7.5,0,0,0,0,0,0,0,0,3,60,0,0,"","","",""
103,Gus Edwards,RB,24.162,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,6.80,8.8,8.8,7.8,0,0,0,0,0,7,53,0,2,15,0,0,"","","",""
104,Robert Woods,WR,27.165,2019-09-22,NFL,LAR,@,CLE,W 20-13,3,3,Sun,5.80,8.8,8.8,7.3,0,0,0,0,0,2,18,0,3,40,0,0,"","","",""
105,D.K. Metcalf,WR,21.282,2019-09-22,NFL,SEA,"",NOR,L 27-33,3,3,Sun,6.70,8.7,8.7,7.7,0,0,0,0,0,0,0,0,2,67,0,0,"","","",""
106,Jack Doyle,TE,29.140,2019-09-22,NFL,IND,"",ATL,W 27-24,3,3,Sun,4.60,8.6,8.6,6.6,0,0,0,0,0,0,0,0,4,46,0,0,"","","",""
107,DeVante Parker,WR,26.245,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,5.60,8.6,8.6,7.1,0,0,0,0,0,0,0,0,3,56,0,0,"","","",""
108,Jason Witten,TE,37.139,2019-09-22,NFL,DAL,"",MIA,W 31-6,3,3,Sun,5.40,8.4,8.4,6.9,0,0,0,0,0,0,0,0,3,54,0,0,"","","",""
109,Kenyan Drake,RB,25.239,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,5.20,8.2,9.2,6.7,0,0,0,0,0,12,38,0,3,34,0,1,"","","",""
110,Kyle Juszczyk,RB,28.152,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,5.10,8.1,8.1,6.6,0,0,0,0,0,0,0,0,3,51,0,0,"","","",""
111,Trey Quinn,WR,23.290,2019-09-23,NFL,WAS,"",CHI,L 15-31,3,3,Mon,3.00,8.0,8.0,5.5,0,0,0,0,0,0,0,0,5,30,0,0,"","","",""
112,Carlos Hyde,RB,29.002,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,7.90,7.9,7.9,7.9,0,0,0,0,0,10,19,1,0,0,0,0,"","","",""
113,Danny Amendola,WR,33.324,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,3.70,7.7,7.7,5.7,0,0,0,0,0,0,0,0,4,37,0,0,"","","",""
114,Saquon Barkley,RB,22.225,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,3.70,7.7,7.7,5.7,0,0,0,0,0,8,10,0,4,27,0,0,"","","",""
115,James Conner,RB,24.140,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,3.70,7.7,8.7,5.7,0,0,0,0,0,13,43,0,4,14,0,1,"","","",""
116,Eric Ebron,TE,26.165,2019-09-22,NFL,IND,"",ATL,W 27-24,3,3,Sun,4.70,7.7,7.7,6.2,0,0,0,0,0,0,0,0,3,47,0,0,"","","",""
117,Willie Snead,WR/RS,26.340,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,4.70,7.7,7.7,6.2,0,0,0,0,0,0,0,0,3,47,0,0,"","","",""
118,Peyton Barber,RB,25.207,2019-09-22,NFL,TAM,"",NYG,L 31-32,3,3,Sun,5.50,7.5,7.5,6.5,0,0,0,0,0,13,48,0,2,7,0,0,"","","",""
119,Mike Williams,WR,24.353,2019-09-22,NFL,LAC,"",HOU,L 20-27,3,3,Sun,4.50,7.5,7.5,6.0,0,0,0,0,0,0,0,0,3,45,0,0,"","","",""
120,Corey Davis,WR,24.251,2019-09-19,NFL,TEN,@,JAX,L 7-20,3,3,Thu,4.40,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,1,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
121,Deebo Samuel,WR,23.250,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,4.40,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,"","","",""
122,Demetrius Harris,TE,28.055,2019-09-22,NFL,CLE,"",LAR,L 13-20,3,3,Sun,6.20,7.2,7.2,6.7,0,0,0,0,0,0,0,0,1,2,1,0,"","","",""
123,Jakeem Grant,WR,26.357,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,3.10,7.1,7.1,5.1,0,0,0,0,0,1,4,0,4,27,0,1,"","","",""
124,Sony Michel,RB,24.217,2019-09-22,NFL,NWE,"",NYJ,W 30-14,3,3,Sun,7.10,7.1,7.1,7.1,0,0,0,0,0,9,11,1,0,0,0,0,"","","",""
125,Chris Godwin,WR,23.207,2019-09-22,NFL,TAM,"",NYG,L 31-32,3,3,Sun,4.00,7.0,7.0,5.5,0,0,0,0,0,0,0,0,3,40,0,0,"","","",""
126,Justin Jackson,RB,24.153,2019-09-22,NFL,LAC,"",HOU,L 20-27,3,3,Sun,3.00,7.0,7.0,5.0,0,0,0,0,0,5,26,0,4,4,0,0,"","","",""
127,Marquise Brown,WR,22.110,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,4.90,6.9,6.9,5.9,0,0,0,0,0,0,0,0,2,49,0,0,"","","",""
128,Marquise Goodwin,WR,28.307,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,4.10,6.1,6.1,5.1,0,0,0,0,0,0,0,0,2,41,0,0,"","","",""
129,Jaron Brown,WR,29.257,2019-09-22,NFL,SEA,"",NOR,L 27-33,3,3,Sun,3.00,6.0,6.0,4.5,0,0,0,0,0,0,0,0,3,30,0,0,"","","",""
130,Trey Burton,TE,27.329,2019-09-23,NFL,CHI,@,WAS,W 31-15,3,3,Mon,2.00,6.0,6.0,4.0,0,0,0,0,0,0,0,0,4,20,0,0,"","","",""
131,Nyheim Hines,RB,22.314,2019-09-22,NFL,IND,"",ATL,W 27-24,3,3,Sun,2.90,5.9,5.9,4.4,0,0,0,0,0,2,3,0,3,26,0,0,"","","",""
132,Raheem Mostert,RB,27.166,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,5.90,5.9,6.9,5.9,0,0,0,0,0,12,79,0,0,0,0,1,"","","",""
133,Jalen Richard,RB,25.342,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,2.90,5.9,5.9,4.4,0,0,0,0,0,2,15,0,3,14,0,1,"","","",""
134,Devin Smith,WR,27.203,2019-09-22,NFL,DAL,"",MIA,W 31-6,3,3,Sun,3.90,5.9,5.9,4.9,0,0,0,0,0,0,0,0,2,39,0,0,"","","",""
135,Jakobi Meyers,WR,22.317,2019-09-22,NFL,NWE,"",NYJ,W 30-14,3,3,Sun,3.80,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,0,"","","",""
136,Hunter Renfrow,WR,23.275,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,2.80,5.8,5.8,4.3,0,0,0,0,0,0,0,0,3,28,0,0,"","","",""
137,Jarius Wright,WR,29.301,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,3.80,5.8,5.8,4.8,0,0,0,0,0,0,0,0,2,38,0,0,"","","",""
138,Seth Roberts,WR,28.212,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,3.70,5.7,5.7,4.7,0,0,0,0,0,0,0,0,2,37,0,0,"","","",""
139,Damion Ratley,WR,24.159,2019-09-22,NFL,CLE,"",LAR,L 13-20,3,3,Sun,2.60,5.6,5.6,4.1,0,0,0,0,0,0,0,0,3,26,0,0,"","","",""
140,Parris Campbell,WR,22.068,2019-09-22,NFL,IND,"",ATL,W 27-24,3,3,Sun,2.40,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
141,Zay Jones,WR,24.176,2019-09-22,NFL,BUF,"",CIN,W 21-17,3,3,Sun,3.30,5.3,5.3,4.3,0,0,0,0,0,0,0,0,2,33,0,0,"","","",""
142,Dare Ogunbowale,RB,25.141,2019-09-22,NFL,TAM,"",NYG,L 31-32,3,3,Sun,2.30,5.3,5.3,3.8,0,0,0,0,0,0,0,0,3,23,0,0,"","","",""
143,Ryan Izzo,TE,23.275,2019-09-22,NFL,NWE,"",NYJ,W 30-14,3,3,Sun,4.10,5.1,5.1,4.6,0,0,0,0,0,0,0,0,1,41,0,0,"","","",""
144,Chris Conley,WR,26.329,2019-09-19,NFL,JAX,"",TEN,W 20-7,3,3,Thu,3.00,5.0,5.0,4.0,0,0,0,0,0,0,0,0,2,30,0,0,"","","",""
145,Vernon Davis,TE,35.235,2019-09-23,NFL,WAS,"",CHI,L 15-31,3,3,Mon,3.00,5.0,5.0,4.0,0,0,0,0,0,0,0,0,2,30,0,0,"","","",""
146,Braxton Berrios,WR,23.351,2019-09-22,NFL,NYJ,@,NWE,L 14-30,3,3,Sun,2.90,4.9,4.9,3.9,0,0,0,0,0,0,0,0,2,29,0,0,"","","",""
147,T.J. Yeldon,RB,25.355,2019-09-22,NFL,BUF,"",CIN,W 21-17,3,3,Sun,2.90,4.9,5.9,3.9,0,0,0,0,0,8,30,0,2,19,0,1,"","","",""
148,Noah Fant,TE,21.306,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,1.70,4.7,5.7,3.2,0,0,0,0,0,0,0,0,3,37,0,1,"","","",""
149,Mo Alie-Cox,TE,26.003,2019-09-22,NFL,IND,"",ATL,W 27-24,3,3,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,"","","",""
150,Mark Andrews,TE,23.016,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,1.50,4.5,4.5,3.0,0,0,0,0,0,0,0,0,3,15,0,0,"","","",""
151,Jamison Crowder,WR,26.097,2019-09-22,NFL,NYJ,@,NWE,L 14-30,3,3,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,"","","",""
152,Stefon Diggs,WR,25.297,2019-09-22,NFL,MIN,"",OAK,W 34-14,3,3,Sun,1.50,4.5,4.5,3.0,0,0,0,0,0,0,0,0,3,15,0,0,"","","",""
153,Tarik Cohen,RB,24.059,2019-09-23,NFL,CHI,@,WAS,W 31-15,3,3,Mon,2.40,4.4,4.4,3.4,0,0,0,0,0,4,-2,0,2,26,0,0,"","","",""
154,Josh Jacobs,RB,21.223,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,4.40,4.4,4.4,4.4,0,0,0,0,0,10,44,0,0,0,0,0,"","","",""
155,Duke Johnson,RB,25.364,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,2.40,4.4,4.4,3.4,0,0,0,0,0,2,2,0,2,22,0,0,"","","",""
156,J.D. McKissic,RB,26.038,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,4.40,4.4,4.4,4.4,0,0,0,0,0,1,44,0,0,0,0,0,"","","",""
157,Adrian Peterson,RB,34.186,2019-09-23,NFL,WAS,"",CHI,L 15-31,3,3,Mon,3.40,4.4,4.4,3.9,0,0,0,0,0,12,37,0,1,-3,0,0,"","","",""
158,Steven Sims,WR,22.176,2019-09-23,NFL,WAS,"",CHI,L 15-31,3,3,Mon,2.40,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,"","","",""
159,Randall Cobb,WR,29.031,2019-09-22,NFL,DAL,"",MIA,W 31-6,3,3,Sun,2.30,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,"","","",""
160,Todd Gurley,RB,25.050,2019-09-22,NFL,LAR,@,CLE,W 20-13,3,3,Sun,4.30,4.3,4.3,4.3,0,0,0,0,0,14,43,0,0,0,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
161,KeeSean Johnson,WR,22.348,2019-09-22,NFL,ARI,"",CAR,L 20-38,3,3,Sun,1.30,4.3,4.3,2.8,0,0,0,0,0,0,0,0,3,13,0,0,"","","",""
162,Luke Stocker,TE,31.067,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,1.20,4.2,4.2,2.7,0,0,0,0,0,0,0,0,3,12,0,0,"","","",""
163,Robby Anderson,WR,26.136,2019-09-22,NFL,NYJ,@,NWE,L 14-30,3,3,Sun,1.10,4.1,4.1,2.6,0,0,0,0,0,0,0,0,3,11,0,0,"","","",""
164,Chris Carson,RB,25.006,2019-09-22,NFL,SEA,"",NOR,L 27-33,3,3,Sun,3.00,4.0,5.0,3.5,0,0,0,0,0,15,52,0,1,-2,0,1,"","","",""
165,Deonte Harris,WR/RS,21.292,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,4.00,4.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,"","","",""
166,Jeff Heuerman,TE,26.302,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,2.00,4.0,4.0,3.0,0,0,0,0,0,0,0,0,2,20,0,0,"","","",""
167,Jonnu Smith,TE,24.028,2019-09-19,NFL,TEN,@,JAX,L 7-20,3,3,Thu,2.00,4.0,4.0,3.0,0,0,0,0,0,0,0,0,2,20,0,0,"","","",""
168,Brandon Bolden,RB,29.239,2019-09-22,NFL,NWE,"",NYJ,W 30-14,3,3,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,2,-2,0,2,21,0,0,"","","",""
169,Mike Gesicki,TE,23.354,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,0.90,3.9,3.9,2.4,0,0,0,0,0,0,0,0,3,9,0,0,"","","",""
170,David Moore,WR,24.250,2019-09-22,NFL,SEA,"",NOR,L 27-33,3,3,Sun,2.90,3.9,3.9,3.4,0,0,0,0,0,0,0,0,1,29,0,0,"","","",""
171,Jeremy Sprinkle,TE,25.044,2019-09-23,NFL,WAS,"",CHI,L 15-31,3,3,Mon,1.90,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,"","","",""
172,Malik Turner,WR,23.235,2019-09-22,NFL,SEA,"",NOR,L 27-33,3,3,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,"","","",""
173,Kalen Ballage,RB,23.274,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,2.70,3.7,3.7,3.2,0,0,0,0,0,8,17,0,1,10,0,0,"","","",""
174,Kenny Golladay,WR,25.323,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,1.70,3.7,3.7,2.7,0,0,0,0,0,0,0,0,2,17,0,0,"","","",""
175,Danny Vitale,FB,25.334,2019-09-22,NFL,GNB,"",DEN,W 27-16,3,3,Sun,2.70,3.7,3.7,3.2,0,0,0,0,0,0,0,0,1,27,0,0,"","","",""
176,Chase Edmonds,RB,23.162,2019-09-22,NFL,ARI,"",CAR,L 20-38,3,3,Sun,2.50,3.5,3.5,3.0,0,0,0,0,0,3,15,0,1,10,0,0,"","","",""
177,Gerald Everett,TE,25.089,2019-09-22,NFL,LAR,@,CLE,W 20-13,3,3,Sun,1.50,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,"","","",""
178,Ted Ginn,WR,34.163,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,1.50,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,"","","",""
179,Hayden Hurst,TE,26.029,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,1.40,3.4,3.4,2.4,0,0,0,0,0,0,0,0,2,14,0,0,"","","",""
180,James Washington,WR,23.173,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,1.40,3.4,3.4,2.4,0,0,0,0,0,0,0,0,2,14,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
181,Dontrelle Inman,WR,30.234,2019-09-22,NFL,LAC,"",HOU,L 20-27,3,3,Sun,2.30,3.3,3.3,2.8,0,0,0,0,0,0,0,0,1,23,0,0,"","","",""
182,Giovani Bernard,HB,27.304,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,1.20,3.2,3.2,2.2,0,0,0,0,0,3,5,0,2,7,0,0,"","","",""
183,Kendrick Bourne,WR,24.049,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,2.20,3.2,3.2,2.7,0,0,0,0,0,0,0,0,1,22,0,0,"","","",""
184,Dion Lewis,RB,28.357,2019-09-19,NFL,TEN,@,JAX,L 7-20,3,3,Thu,2.00,3.0,3.0,2.5,0,0,0,0,0,3,13,0,1,7,0,0,"","","",""
185,Cordarrelle Patterson,WR,28.190,2019-09-23,NFL,CHI,@,WAS,W 31-15,3,3,Mon,2.00,3.0,3.0,2.5,0,0,0,0,0,4,14,0,1,6,0,0,"","","",""
186,Emmanuel Sanders,WR,32.189,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,1.00,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2,10,0,0,"","","",""
187,Damiere Byrd,WR,26.238,2019-09-22,NFL,ARI,"",CAR,L 20-38,3,3,Sun,0.90,2.9,2.9,1.9,0,0,0,0,0,0,0,0,2,9,0,0,"","","",""
188,Michael Crabtree,WR,32.008,2019-09-22,NFL,ARI,"",CAR,L 20-38,3,3,Sun,0.90,2.9,2.9,1.9,0,0,0,0,0,0,0,0,2,9,0,0,"","","",""
189,Marcedes Lewis,TE,35.126,2019-09-22,NFL,GNB,"",DEN,W 27-16,3,3,Sun,1.90,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,"","","",""
190,Isaiah McKenzie,WR,24.166,2019-09-22,NFL,BUF,"",CIN,W 21-17,3,3,Sun,1.90,2.9,2.9,2.4,0,0,0,0,0,3,10,0,1,9,0,0,"","","",""
191,Nick O'Leary,TE,27.022,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,1.90,2.9,2.9,2.4,0,0,0,0,0,0,0,0,1,19,0,0,"","","",""
192,Breshad Perriman,WR,26.012,2019-09-22,NFL,TAM,"",NYG,L 31-32,3,3,Sun,1.90,2.9,2.9,2.4,0,0,0,0,0,1,13,0,1,6,0,0,"","","",""
193,Mike Boone,RB,24.084,2019-09-22,NFL,MIN,"",OAK,W 34-14,3,3,Sun,2.80,2.8,2.8,2.8,0,0,0,0,0,3,28,0,0,0,0,0,"","","",""
194,Tyler Eifert,TE,29.014,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,1.80,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,"","","",""
195,Cameron Brate,TE,28.081,2019-09-22,NFL,TAM,"",NYG,L 31-32,3,3,Sun,0.70,2.7,2.7,1.7,0,0,0,0,0,0,0,0,2,7,0,0,"","","",""
196,Travis Benjamin,WR/PR,29.267,2019-09-22,NFL,LAC,"",HOU,L 20-27,3,3,Sun,0.50,2.5,2.5,1.5,0,0,0,0,0,0,0,0,2,5,0,0,"","","",""
197,Anthony Miller,WR,24.349,2019-09-23,NFL,CHI,@,WAS,W 31-15,3,3,Mon,1.50,2.5,2.5,2.0,0,0,0,0,0,0,0,0,1,15,0,0,"","","",""
198,Logan Thomas,TE,28.083,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,1.50,2.5,2.5,2.0,0,0,0,0,0,0,0,0,1,15,0,0,"","","",""
199,Ricky Seals-Jones,TE,24.191,2019-09-22,NFL,CLE,"",LAR,L 13-20,3,3,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,"","","",""
200,Alex Erickson,WR,26.320,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,1.30,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,"","","",""
1,Chris Godwin,WR,23.214,2019-09-29,NFL,TAM,@,LAR,W 55-40,4,4,Sun,29.20,41.2,44.2,35.2,0,0,0,0,0,0,0,0,12,172,2,0,"","","",""
2,Nick Chubb,RB,23.276,2019-09-29,NFL,CLE,@,BAL,W 40-25,4,4,Sun,36.30,39.3,42.3,37.8,0,0,0,0,0,20,165,3,3,18,0,0,"","","",""
3,Christian McCaffrey,RB,23.114,2019-09-29,NFL,CAR,@,HOU,W 16-10,4,4,Sun,23.90,33.9,33.9,28.9,0,0,0,0,0,27,93,1,10,86,0,0,"","","",""
4,Jordan Howard,RB,24.328,2019-09-26,NFL,PHI,@,GNB,W 34-27,4,4,Thu,29.50,32.5,32.5,31.0,0,0,0,0,0,15,87,2,3,28,1,0,"","","",""
5,Robert Woods,WR,27.172,2019-09-29,NFL,LAR,"",TAM,L 40-55,4,4,Sun,16.40,29.4,32.4,22.9,0,0,0,0,0,0,0,0,13,164,0,0,"","","",""
6,Austin Ekeler,RB,24.135,2019-09-29,NFL,LAC,@,MIA,W 30-10,4,4,Sun,24.20,29.2,29.2,26.7,0,0,0,0,0,18,60,1,5,62,1,0,"","","",""
7,Davante Adams,WR,26.276,2019-09-26,NFL,GNB,"",PHI,L 27-34,4,4,Thu,18.00,28.0,31.0,23.0,0,0,0,0,0,0,0,0,10,180,0,0,"","","",""
8,Wayne Gallman,RB,24.363,2019-09-29,NFL,NYG,"",WAS,W 24-3,4,4,Sun,21.80,27.8,28.8,24.8,0,0,0,0,0,18,63,1,6,55,1,1,"","","",""
9,Cooper Kupp,WR,26.106,2019-09-29,NFL,LAR,"",TAM,L 40-55,4,4,Sun,17.90,26.9,29.9,22.4,0,0,0,0,0,1,-2,0,9,121,1,0,"","","",""
10,James Conner,RB,24.148,2019-09-30,NFL,PIT,"",CIN,W 27-3,4,4,Mon,18.50,26.5,26.5,22.5,0,0,0,0,0,10,42,0,8,83,1,0,"","","",""
11,Leonard Fournette,RB,24.254,2019-09-29,NFL,JAX,@,DEN,W 26-24,4,4,Sun,24.50,26.5,29.5,25.5,0,0,0,0,0,29,225,0,2,20,0,0,"","","",""
12,Todd Gurley,RB,25.057,2019-09-29,NFL,LAR,"",TAM,L 40-55,4,4,Sun,19.00,26.0,26.0,22.5,0,0,0,0,0,5,16,2,7,54,0,0,"","","",""
13,Jarvis Landry,WR,26.305,2019-09-29,NFL,CLE,@,BAL,W 40-25,4,4,Sun,16.70,24.7,27.7,20.7,0,0,0,0,0,0,0,0,8,167,0,0,"","","",""
14,A.J. Brown,WR,22.091,2019-09-29,NFL,TEN,@,ATL,W 24-10,4,4,Sun,21.40,24.4,24.4,22.9,0,0,0,0,0,0,0,0,3,94,2,0,"","","",""
15,Courtland Sutton,WR,23.354,2019-09-29,NFL,DEN,"",JAX,L 24-26,4,4,Sun,18.20,24.2,24.2,21.2,0,0,0,0,0,0,0,0,6,62,2,0,"","","",""
16,Kenny Golladay,WR,25.330,2019-09-29,NFL,DET,"",KAN,L 30-34,4,4,Sun,18.70,23.7,23.7,21.2,0,0,0,0,0,0,0,0,5,67,2,0,"","","",""
17,Jaylen Samuels,RB,23.072,2019-09-30,NFL,PIT,"",CIN,W 27-3,4,4,Mon,15.54,23.5,23.5,19.5,3,3,31,0,0,10,26,1,8,57,0,0,"","","",""
18,Austin Hooper,TE,24.329,2019-09-29,NFL,ATL,"",TEN,L 10-24,4,4,Sun,13.00,22.0,25.0,17.5,0,0,0,0,0,0,0,0,9,130,0,0,"","","",""
19,David Johnson,RB,27.287,2019-09-29,NFL,ARI,"",SEA,L 10-27,4,4,Sun,13.90,21.9,21.9,17.9,0,0,0,0,0,11,40,0,8,99,0,0,"","","",""
20,Corey Davis,WR,24.261,2019-09-29,NFL,TEN,@,ATL,W 24-10,4,4,Sun,15.10,20.1,20.1,17.6,0,0,0,0,0,0,0,0,5,91,1,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
21,Dalvin Cook,RB,24.050,2019-09-29,NFL,MIN,@,CHI,L 6-16,4,4,Sun,13.00,19.0,19.0,16.0,0,0,0,0,0,14,35,1,6,35,0,0,"","","",""
22,Mike Evans,WR,26.039,2019-09-29,NFL,TAM,@,LAR,W 55-40,4,4,Sun,14.90,18.9,18.9,16.9,0,0,0,0,0,0,0,0,4,89,1,0,"","","",""
23,Will Dissly,TE,23.083,2019-09-29,NFL,SEA,@,ARI,W 27-10,4,4,Sun,11.70,18.7,18.7,15.2,0,0,0,0,0,0,0,0,7,57,1,1,"","","",""
24,Darrel Williams,RB,24.167,2019-09-29,NFL,KAN,@,DET,W 34-30,4,4,Sun,15.60,18.6,19.6,17.1,0,0,0,0,0,8,13,2,3,43,0,1,"","","",""
25,Chris Carson,RB,25.013,2019-09-29,NFL,SEA,@,ARI,W 27-10,4,4,Sun,14.50,18.5,21.5,16.5,0,0,0,0,0,22,104,0,4,41,0,0,"","","",""
26,Michael Thomas,WR,26.210,2019-09-29,NFL,NOR,"",DAL,W 12-10,4,4,Sun,9.50,18.5,18.5,14.0,0,0,0,0,0,0,0,0,9,95,0,0,"","","",""
27,Jimmy Graham,TE,32.306,2019-09-26,NFL,GNB,"",PHI,L 27-34,4,4,Thu,12.10,18.1,18.1,15.1,0,0,0,0,0,0,0,0,6,61,1,0,"","","",""
28,Mohamed Sanu,WR,30.038,2019-09-29,NFL,ATL,"",TEN,L 10-24,4,4,Sun,9.10,18.1,18.1,13.6,0,0,0,0,0,0,0,0,9,91,0,0,"","","",""
